# Date: 2017-08-04
# genetable Version: 1.0.0.1
# Notes:This file includes starting and ending ranges for feature = "gene" in the gtf file.
#
# Data Dictionary:
#   variables type description
#   chr character chromosome in genome build GRCh37/hg19
#   strand character DNA strand. values {+,-}
#   gene_id character gene identifier with ENSG prefix
#   gene_name character Gene name
#   agg_start integer 5' start position of the feature in genome build GRCh37/hg19
#   agg_end integer 3' end position of the gene in genome build GRCh37/hg19
#   source comma seprated list annotation sources of transcripts in an aggregation unit
#   type character biotype of the feature
#   merge_count integer number of features joined in aggregation unit
#   agg_size integer length of aggregation unit

chr	strand	gene_id	gene_name	agg_start	agg_end	source	transcript_type	merge_count	agg_size
chr22	-	ENSG00000252314.1	SCARNA18	21743917	21743999	ENSEMBL	snoRNA	1	82
chr22	-	ENSG00000252020.1	SCARNA17	21744085	21744227	ENSEMBL	snoRNA	1	142
chr22	+	ENSG00000252402.1	snoU13	21765339	21765415	ENSEMBL	snoRNA	1	76
chr22	+	ENSG00000169635.5	HIC2	21771693	21805752	HAVANA	protein_coding	1	34059
chr22	+	ENSG00000206140.5	TMEM191C	21820712	21825558	HAVANA	lincRNA	1	4846
chr22	-	ENSG00000183506.12	PI4KAP2	21827289	21871822	HAVANA	pseudogene	1	44533
chr22	-	ENSG00000252799.1	snoU13	21878047	21878123	ENSEMBL	snoRNA	1	76
chr22	+	ENSG00000252143.1	SCARNA17	21899186	21899328	ENSEMBL	snoRNA	1	142
chr22	+	ENSG00000252605.1	SCARNA18	21899414	21899496	ENSEMBL	snoRNA	1	82
chr22	-	ENSG00000222352.1	RN7SKP221	21899633	21899933	ENSEMBL	misc_RNA	1	300
chr22	-	ENSG00000183246.6	RIMBP3C	21899646	21905750	HAVANA	protein_coding	1	6104
chr22	+	ENSG00000185651.10	UBE2L3	21903736	21978323	HAVANA	protein_coding	1	74587
chr22	-	ENSG00000161179.9	YDJC	21982378	21984353	HAVANA	protein_coding	1	1975
chr22	+	ENSG00000161180.6	CCDC116	21987005	21991616	HAVANA	protein_coding	1	4611
chr22	+	ENSG00000273342.1	KB-1440D3.14	21995133	21995573	HAVANA	lincRNA	1	440
chr22	+	ENSG00000128228.4	SDF2L1	21996550	21998587	HAVANA	protein_coding	1	2037
chr22	+	ENSG00000100023.13	PPIL2	22006559	22054304	HAVANA	protein_coding	1	47745
chr22	+	ENSG00000212102.1	MIR301B	22007270	22007347	ENSEMBL	miRNA	1	77
chr22	+	ENSG00000207751.1	MIR130B	22007593	22007674	ENSEMBL	miRNA	1	81
chr22	+	ENSG00000272954.1	KB-1440D3.13	22016223	22016652	HAVANA	sense_intronic	1	429
chr22	-	ENSG00000100027.10	YPEL1	22051833	22090123	HAVANA	protein_coding	1	38290
chr22	-	ENSG00000244671.2	RN7SL280P	22077172	22077471	ENSEMBL	misc_RNA	1	299
chr22	-	ENSG00000100030.10	MAPK1	22108789	22221970	HAVANA	protein_coding	1	113181
chr22	+	ENSG00000200985.1	RNA5SP493	22146723	22146813	ENSEMBL	rRNA	1	90
chr22	-	ENSG00000225544.1	KB-1027C11.4	22239621	22240012	HAVANA	pseudogene	1	391
chr22	-	ENSG00000100034.9	PPM1F	22273793	22307209	HAVANA	protein_coding	1	33416
chr22	+	ENSG00000224086.3	LL22NC03-86G7.1	22292609	22297799	HAVANA	antisense	1	5190
chr22	-	ENSG00000100038.15	TOP3B	22311397	22337213	HAVANA	protein_coding	1	25816
chr22	-	ENSG00000197549.5	PRAMENP	22345496	22398332	HAVANA	pseudogene	1	52836
chr22	+	ENSG00000253239.1	IGLVI-70	22380474	22380991	HAVANA	IG_V_pseudogene	1	517
chr22	+	ENSG00000211637.2	IGLV4-69	22385332	22385870	HAVANA	IG_V_gene	1	538
chr22	+	ENSG00000254355.1	IGLVI-68	22387143	22387592	HAVANA	IG_V_pseudogene	1	449
chr22	+	ENSG00000225070.1	LL22NC03-23C6.13	22390743	22394463	HAVANA	lincRNA	1	3720
chr22	+	ENSG00000249333.1	LL22NC03-23C6.12	22393042	22393525	HAVANA	pseudogene	1	483
chr22	+	ENSG00000253794.1	IGLV10-67	22398016	22398340	HAVANA	IG_V_pseudogene	1	324
chr22	+	ENSG00000228161.1	LL22NC03-23C6.15	22400828	22400989	HAVANA	pseudogene	1	161
chr22	+	ENSG00000253874.1	IGLVIV-66-1	22412845	22413304	HAVANA	IG_V_pseudogene	1	459
chr22	+	ENSG00000254075.1	IGLVV-66	22415489	22415950	HAVANA	IG_V_pseudogene	1	461
chr22	+	ENSG00000254161.1	IGLVIV-65	22424636	22425118	HAVANA	IG_V_pseudogene	1	482
chr22	+	ENSG00000253242.1	IGLVIV-64	22429777	22430077	HAVANA	IG_V_pseudogene	1	300
chr22	+	ENSG00000253752.1	IGLVI-63	22434180	22434673	HAVANA	IG_V_pseudogene	1	493
chr22	+	ENSG00000253823.1	IGLV1-62	22440972	22441521	HAVANA	IG_V_pseudogene	1	549
chr22	+	ENSG00000211638.2	IGLV8-61	22453110	22453622	HAVANA	IG_V_gene	1	512
chr22	+	ENSG00000225741.1	LL22NC03-88E1.17	22457629	22459267	HAVANA	pseudogene	1	1638
chr22	-	ENSG00000182502.2	ABHD17AP5	22469236	22472374	HAVANA	pseudogene	1	3138
chr22	+	ENSG00000236118.1	LL22NC03-30E12.10	22509975	22510335	HAVANA	pseudogene	1	360
chr22	+	ENSG00000233720.1	LL22NC03-30E12.11	22511775	22512024	HAVANA	pseudogene	1	249
chr22	+	ENSG00000211639.2	IGLV4-60	22516592	22517074	HAVANA	IG_V_gene	1	482
chr22	+	ENSG00000227710.1	LL22NC03-30E12.13	22522682	22523027	HAVANA	pseudogene	1	345
chr22	-	ENSG00000224465.1	SOCS2P2	22525369	22525942	HAVANA	pseudogene	1	573
chr22	+	ENSG00000254308.1	IGLVIV-59	22533618	22533867	HAVANA	IG_V_pseudogene	1	249
chr22	+	ENSG00000253637.1	IGLVV-58	22536972	22537275	HAVANA	IG_V_pseudogene	1	303
chr22	+	ENSG00000236323.1	BMP6P1	22540331	22541009	HAVANA	pseudogene	1	678
chr22	+	ENSG00000211640.3	IGLV6-57	22550113	22550860	HAVANA	IG_V_gene	1	747
chr22	+	ENSG00000253126.1	IGLVI-56	22552960	22553411	HAVANA	IG_V_pseudogene	1	451
chr22	+	ENSG00000211641.2	IGLV11-55	22556057	22556600	HAVANA	IG_V_gene	1	543
chr22	+	ENSG00000211642.2	IGLV10-54	22569184	22569660	HAVANA	IG_V_gene	1	476
chr22	+	ENSG00000253935.1	IGLVIV-53	22574039	22574525	HAVANA	IG_V_pseudogene	1	486
chr22	-	ENSG00000228050.1	TOP3BP1	22577580	22578959	HAVANA	pseudogene	1	1379
chr22	-	ENSG00000234726.1	LL22NC03-123E1.5	22583115	22584865	HAVANA	pseudogene	1	1750
chr22	+	ENSG00000169575.4	VPREB1	22599087	22599927	HAVANA	protein_coding	1	840
chr22	-	ENSG00000272216.1	LL22NC03-2H8.5	22638312	22641586	HAVANA	lincRNA	1	3274
chr22	+	ENSG00000234630.1	LL22NC03-2H8.4	22648098	22649159	HAVANA	lincRNA	1	1061
chr22	+	ENSG00000236850.4	BMS1P20	22657589	22677203	HAVANA	processed_transcript	1	19614
chr22	+	ENSG00000272779.1	LL22NC03-80A10.6	22657589	22664766	HAVANA	pseudogene	1	7177
chr22	+	ENSG00000211643.2	IGLV5-52	22673082	22673581	HAVANA	IG_V_gene	1	499
chr22	+	ENSG00000211644.2	IGLV1-51	22676828	22677336	HAVANA	IG_V_gene	1	508
chr22	+	ENSG00000211645.2	IGLV1-50	22681658	22682172	HAVANA	IG_V_gene	1	514
chr22	+	ENSG00000225724.1	LL22NC03-80A10.11	22693926	22695567	HAVANA	pseudogene	1	1641
chr22	+	ENSG00000223350.2	IGLV9-49	22697539	22698084	HAVANA	IG_V_gene	1	545
chr22	+	ENSG00000232515.1	LL22NC03-75A1.9	22702157	22702514	HAVANA	pseudogene	1	357
chr22	+	ENSG00000211647.1	IGLV5-48	22707289	22707781	HAVANA	IG_V_gene	1	492
chr22	+	ENSG00000211648.2	IGLV1-47	22712087	22712608	HAVANA	IG_V_gene	1	521
chr22	+	ENSG00000237428.1	LL22NC03-22A12.9	22720578	22722138	HAVANA	pseudogene	1	1560
chr22	+	ENSG00000211649.2	IGLV7-46	22723982	22724454	HAVANA	IG_V_gene	1	472
chr22	+	ENSG00000232603.1	LL22NC03-22A12.12	22725197	22725488	HAVANA	pseudogene	1	291
chr22	+	ENSG00000211650.2	IGLV5-45	22730355	22730874	HAVANA	IG_V_gene	1	519
chr22	+	ENSG00000211651.2	IGLV1-44	22735135	22735715	HAVANA	IG_V_gene	1	580
chr22	+	ENSG00000211652.2	IGLV7-43	22749356	22749827	HAVANA	IG_V_gene	1	471
chr22	+	ENSG00000254175.1	IGLVI-42	22751369	22751861	HAVANA	IG_V_pseudogene	1	492
chr22	+	ENSG00000254073.1	IGLVVII-41-1	22753184	22753334	HAVANA	IG_V_pseudogene	1	150
chr22	+	ENSG00000253818.1	IGLV1-41	22758539	22759053	HAVANA	IG_V_pseudogene	1	514
chr22	+	ENSG00000211653.2	IGLV1-40	22764098	22764614	HAVANA	IG_V_gene	1	516
chr22	+	ENSG00000224144.1	ASH2LP1	22774663	22775647	HAVANA	pseudogene	1	984
chr22	+	ENSG00000253889.1	IGLVI-38	22780158	22780651	HAVANA	IG_V_pseudogene	1	493
chr22	+	ENSG00000211654.2	IGLV5-37	22781876	22782371	HAVANA	IG_V_gene	1	495
chr22	+	ENSG00000211655.2	IGLV1-36	22786296	22786802	HAVANA	IG_V_gene	1	506
chr22	+	ENSG00000230821.1	KB-288A10.17	22801024	22802674	HAVANA	pseudogene	1	1650
chr22	+	ENSG00000253631.1	IGLV7-35	22804540	22804990	HAVANA	IG_V_pseudogene	1	450
chr22	+	ENSG00000226595.1	KB-288A10.19	22819996	22820323	HAVANA	pseudogene	1	327
chr22	-	ENSG00000198477.3	ZNF280B	22838767	22863505	HAVANA	protein_coding	1	24738
chr22	-	ENSG00000169548.3	ZNF280A	22868060	22874613	HAVANA	protein_coding	1	6553
chr22	+	ENSG00000239066.1	snoU13	22872116	22872211	ENSEMBL	snoRNA	1	95
chr22	-	ENSG00000185686.13	PRAME	22890123	22901768	HAVANA	protein_coding	1	11645
chr22	+	ENSG00000220891.1	LL22NC03-63E9.3	22901750	22909007	HAVANA	protein_coding	1	7257
chr22	+	ENSG00000253120.1	IGLV2-34	22922478	22922760	HAVANA	IG_V_pseudogene	1	282
chr22	+	ENSG00000211656.2	IGLV2-33	22930626	22931145	HAVANA	IG_V_gene	1	519
chr22	+	ENSG00000211657.2	IGLV3-32	22936998	22937501	HAVANA	IG_V_gene	1	503
chr22	+	ENSG00000253920.1	IGLV3-31	22946915	22947635	HAVANA	IG_V_pseudogene	1	720
chr22	+	ENSG00000253329.1	IGLV3-30	22961042	22961633	HAVANA	IG_V_pseudogene	1	591
chr22	+	ENSG00000215456.5	BCRP4	22972532	22978624	HAVANA	pseudogene	1	6092
chr22	-	ENSG00000183169.6	POM121L1P	22981648	22986944	HAVANA	pseudogene	1	5296
chr22	+	ENSG00000100121.8	GGTLC2	22988780	22990368	HAVANA	protein_coding	1	1588
chr22	+	ENSG00000253338.1	IGLV3-29	23003769	23004012	HAVANA	IG_V_pseudogene	1	243
chr22	+	ENSG00000207834.1	D86994.2	23006898	23006993	ENSEMBL	miRNA	1	95
chr22	+	ENSG00000253451.1	IGLV2-28	23006943	23007377	HAVANA	IG_V_pseudogene	1	434
chr22	+	ENSG00000211658.2	IGLV3-27	23010758	23011276	HAVANA	IG_V_gene	1	518
chr22	+	ENSG00000253913.1	IGLV3-26	23015622	23016072	HAVANA	IG_V_pseudogene	1	450
chr22	+	ENSG00000253779.1	IGLVVI-25-1	23021570	23021818	HAVANA	IG_V_pseudogene	1	248
chr22	+	ENSG00000211659.2	IGLV3-25	23029190	23029735	HAVANA	IG_V_gene	1	545
chr22	+	ENSG00000232350.1	LL22NC03-102D1.16	23032315	23032462	HAVANA	pseudogene	1	147
chr22	-	ENSG00000223999.1	LL22NC03-102D1.18	23035263	23035797	HAVANA	lincRNA	1	534
chr22	+	ENSG00000253822.1	IGLV3-24	23036924	23037437	HAVANA	IG_V_pseudogene	1	513
chr22	+	ENSG00000211660.3	IGLV2-23	23040274	23040892	HAVANA	IG_V_gene	1	618
chr22	+	ENSG00000207830.1	D86994.1	23040391	23040485	ENSEMBL	miRNA	1	94
chr22	+	ENSG00000253546.1	IGLVVI-22-1	23043245	23043455	HAVANA	IG_V_pseudogene	1	210
chr22	+	ENSG00000211661.2	IGLV3-22	23046750	23047307	HAVANA	IG_V_gene	1	557
chr22	+	ENSG00000211662.2	IGLV3-21	23054174	23055688	HAVANA	IG_V_gene	1	1514
chr22	+	ENSG00000254240.1	IGLVI-20	23057775	23057904	HAVANA	IG_V_pseudogene	1	129
chr22	+	ENSG00000211663.2	IGLV3-19	23063108	23063630	HAVANA	IG_V_gene	1	522
chr22	+	ENSG00000264629.1	D87007.1	23077063	23077157	ENSEMBL	miRNA	1	94
chr22	+	ENSG00000211664.2	IGLV2-18	23077095	23077584	HAVANA	IG_V_gene	1	489
chr22	+	ENSG00000253152.1	IGLV3-17	23081432	23081675	HAVANA	IG_V_pseudogene	1	243
chr22	+	ENSG00000211665.2	IGLV3-16	23089870	23090398	HAVANA	IG_V_gene	1	528
chr22	+	ENSG00000253786.1	IGLV3-15	23098043	23098286	HAVANA	IG_V_pseudogene	1	243
chr22	+	ENSG00000207835.1	D87015.1	23101185	23101279	ENSEMBL	miRNA	1	94
chr22	+	ENSG00000211666.2	IGLV2-14	23101189	23101707	HAVANA	IG_V_gene	1	518
chr22	+	ENSG00000253590.1	IGLV3-13	23104787	23105009	HAVANA	IG_V_pseudogene	1	222
chr22	+	ENSG00000211667.2	IGLV3-12	23114317	23115079	HAVANA	IG_V_gene	1	762
chr22	+	ENSG00000231392.1	LL22NC03-24A12.8	23117022	23117184	HAVANA	pseudogene	1	162
chr22	+	ENSG00000207833.1	D86998.1	23134977	23135071	ENSEMBL	miRNA	1	94
chr22	+	ENSG00000211668.2	IGLV2-11	23134980	23135496	HAVANA	IG_V_gene	1	516
chr22	+	ENSG00000211669.2	IGLV3-10	23154244	23154782	HAVANA	IG_V_gene	1	538
chr22	+	ENSG00000226477.1	LL22NC03-84E4.11	23157168	23157423	HAVANA	pseudogene	1	255
chr22	+	ENSG00000211670.2	IGLV3-9	23161507	23162253	HAVANA	IG_V_gene	1	746
chr22	+	ENSG00000211671.2	IGLV2-8	23165153	23165787	HAVANA	IG_V_gene	1	634
chr22	+	ENSG00000207836.1	MIR650	23165270	23165365	ENSEMBL	miRNA	1	95
chr22	+	ENSG00000237127.1	LL22NC03-84E4.8	23177041	23177293	HAVANA	pseudogene	1	252
chr22	+	ENSG00000254077.1	IGLV3-7	23180779	23181049	HAVANA	IG_V_pseudogene	1	270
chr22	+	ENSG00000253448.1	IGLV3-6	23192550	23192799	HAVANA	IG_V_pseudogene	1	249
chr22	+	ENSG00000207832.1	D87024.1	23198720	23198813	ENSEMBL	miRNA	1	93
chr22	+	ENSG00000253234.1	IGLV2-5	23198937	23199213	HAVANA	IG_V_pseudogene	1	276
chr22	+	ENSG00000226420.1	IGLV3-4	23200200	23200443	HAVANA	IG_V_pseudogene	1	243
chr22	+	ENSG00000211672.2	IGLV4-3	23213686	23214214	HAVANA	IG_V_gene	1	528
chr22	+	ENSG00000253963.1	IGLV3-2	23215391	23215619	HAVANA	IG_V_pseudogene	1	228
chr22	+	ENSG00000211673.2	IGLV3-1	23222886	23223576	HAVANA	IG_V_gene	1	690
chr22	+	ENSG00000264824.1	hsa-mir-5571	23228447	23228559	ENSEMBL	miRNA	1	112
chr22	+	ENSG00000254709.2	IGLL5	23229960	23238287	HAVANA	protein_coding	1	8327
chr22	+	ENSG00000211674.2	IGLJ1	23235872	23235998	HAVANA	IG_J_gene	1	126
chr22	+	ENSG00000211675.2	IGLC1	23237555	23238014	HAVANA	IG_C_gene	1	459
chr22	+	ENSG00000211676.2	IGLJ2	23241661	23241835	HAVANA	IG_J_gene	1	174
chr22	+	ENSG00000211677.2	IGLC2	23243156	23243617	HAVANA	IG_C_gene	1	461
chr22	+	ENSG00000211678.2	IGLJ3	23247030	23247205	HAVANA	IG_J_gene	1	175
chr22	+	ENSG00000211679.2	IGLC3	23248512	23248973	HAVANA	IG_C_gene	1	461
chr22	+	ENSG00000211680.2	IGLJ4	23252744	23252776	HAVANA	IG_J_gene	1	32
chr22	+	ENSG00000254029.1	IGLC4	23252998	23253245	HAVANA	IG_C_pseudogene	1	247
chr22	+	ENSG00000211681.2	IGLJ5	23256408	23256479	HAVANA	IG_J_gene	1	71
chr22	+	ENSG00000254030.1	IGLC5	23257805	23258097	HAVANA	IG_C_pseudogene	1	292
chr22	+	ENSG00000211682.2	IGLJ6	23260304	23260373	HAVANA	IG_J_gene	1	69
chr22	+	ENSG00000222037.5	IGLC6	23261707	23262023	HAVANA	IG_C_pseudogene	1	316
chr22	+	ENSG00000211684.2	IGLJ7	23263562	23263607	HAVANA	IG_J_gene	1	45
chr22	+	ENSG00000211685.2	IGLC7	23264766	23265203	HAVANA	IG_C_gene	1	437
chr22	+	ENSG00000237472.1	AP000361.2	23330438	23330756	HAVANA	pseudogene	1	318
chr22	+	ENSG00000223679.1	AP000362.1	23332865	23350523	HAVANA	pseudogene	1	17658
chr22	-	ENSG00000100218.7	RTDR1	23401593	23487208	HAVANA	protein_coding	1	85615
chr22	+	ENSG00000128266.7	GNAZ	23412540	23467224	HAVANA	protein_coding	1	54684
chr22	-	ENSG00000272019.1	Metazoa_SRP	23474919	23475192	ENSEMBL	misc_RNA	1	273
chr22	+	ENSG00000221069.1	AC000029.1	23478807	23478897	ENSEMBL	miRNA	1	90
chr22	+	ENSG00000100228.8	RAB36	23487513	23506537	HAVANA	protein_coding	1	19024
chr22	+	ENSG00000186716.15	BCR	23521891	23660224	HAVANA	protein_coding	1	138333
chr22	-	ENSG00000236794.4	BCRP8	23522058	23522465	HAVANA	pseudogene	1	407
chr22	-	ENSG00000240160.2	RN7SL263P	23603971	23604258	ENSEMBL	misc_RNA	1	287
chr22	+	ENSG00000230701.1	FBXW4P1	23605323	23606541	HAVANA	pseudogene	1	1218
chr22	-	ENSG00000214526.3	AP000343.1	23664730	23665114	HAVANA	pseudogene	1	384
chr22	+	ENSG00000236611.1	AP000343.2	23668803	23670680	HAVANA	lincRNA	1	1877
chr22	-	ENSG00000215478.4	CES5AP1	23701790	23729918	HAVANA	pseudogene	1	28128
chr22	-	ENSG00000133519.8	ZDHHC8P1	23732793	23744913	HAVANA	pseudogene	1	12120
chr22	+	ENSG00000248409.1	KB-1269D1.8	23734958	23736026	HAVANA	pseudogene	1	1068
chr22	+	ENSG00000234928.1	AP000344.3	23775751	23777258	HAVANA	lincRNA	1	1507
chr22	+	ENSG00000227755.1	AP000344.4	23788785	23803020	HAVANA	pseudogene	1	14235
chr22	-	ENSG00000178248.10	AP000345.1	23804273	23829167	HAVANA	lincRNA	1	24894
chr22	-	ENSG00000225413.2	AP000345.4	23854681	23855789	HAVANA	lincRNA	1	1108
chr22	+	ENSG00000224277.1	AP000345.2	23909251	23915694	HAVANA	antisense	1	6443
chr22	-	ENSG00000128322.6	IGLL1	23915312	23922495	HAVANA	protein_coding	1	7183
chr22	-	ENSG00000272733.1	KB-208E9.1	23923067	23926046	HAVANA	lincRNA	1	2979
chr22	-	ENSG00000189269.8	C22orf43	23950639	23974508	HAVANA	protein_coding	1	23869
chr22	-	ENSG00000211683.3	KB-1572G7.3	23972805	23981128	HAVANA	processed_transcript	1	8323
chr22	-	ENSG00000228315.7	GUSBP11	23980674	24059543	HAVANA	processed_transcript	1	78869
chr22	-	ENSG00000234353.2	AP000347.4	23980679	23982949	HAVANA	pseudogene	1	2270
chr22	-	ENSG00000244723.3	ASLP1	23991400	23995521	HAVANA	pseudogene	1	4121
chr22	-	ENSG00000273000.1	KB-1572G7.2	23995047	24059534	HAVANA	processed_transcript	1	64487
chr22	-	ENSG00000272578.1	AP000347.2	24000281	24059543	HAVANA	pseudogene	1	59262
chr22	+	ENSG00000159496.10	RGL4	24030323	24041363	HAVANA	protein_coding	1	11040
chr22	-	ENSG00000270041.1	LL22NC03-N27C7.1	24080865	24081476	HAVANA	lincRNA	1	611
chr22	-	ENSG00000187792.3	ZNF70	24083769	24093279	HAVANA	protein_coding	1	9510
chr22	-	ENSG00000128218.7	VPREB3	24094930	24096655	HAVANA	protein_coding	1	1725
chr22	+	ENSG00000169314.10	C22orf15	24105208	24108048	HAVANA	protein_coding	1	2840
chr22	-	ENSG00000250479.4	CHCHD10	24108021	24110630	HAVANA	protein_coding	1	2609
chr22	+	ENSG00000099953.5	MMP11	24110413	24126503	HAVANA	protein_coding	1	16090
chr22	-	ENSG00000267954.1	AP000349.1	24124467	24126145	ENSEMBL	protein_coding	1	1678
chr22	+	ENSG00000099956.13	SMARCB1	24129150	24176703	HAVANA	protein_coding	1	47553
chr22	-	ENSG00000099958.10	DERL3	24176690	24181315	HAVANA	protein_coding	1	4625
chr22	-	ENSG00000272973.1	KB-1125A3.11	24198614	24199226	HAVANA	antisense	1	612
chr22	+	ENSG00000133460.15	SLC2A11	24198890	24228496	HAVANA	protein_coding	1	29606
chr22	+	ENSG00000251357.4	AP000350.10	24204375	24237410	HAVANA	protein_coding	1	33035
chr22	-	ENSG00000244425.2	RN7SL268P	24221682	24221977	ENSEMBL	misc_RNA	1	295
chr22	+	ENSG00000240972.1	MIF	24236191	24237414	HAVANA	protein_coding	1	1223
chr22	-	ENSG00000218537.1	AP000350.4	24236613	24241117	HAVANA	protein_coding	1	4504
chr22	-	ENSG00000273295.1	AP000350.5	24243619	24249255	HAVANA	lincRNA	1	5636
chr22	+	ENSG00000225282.1	AP000350.6	24269087	24271761	HAVANA	pseudogene	1	2674
chr22	+	ENSG00000206090.4	AP000350.7	24282185	24284985	HAVANA	pseudogene	1	2800
chr22	+	ENSG00000231271.1	AP000350.8	24292105	24296229	HAVANA	pseudogene	1	4124
chr22	-	ENSG00000133433.6	GSTT2B	24299601	24303373	HAVANA	protein_coding	1	3772
chr22	+	ENSG00000228039.2	KB-1125A3.10	24305942	24306644	HAVANA	pseudogene	1	702
chr22	+	ENSG00000099974.7	DDTL	24309089	24314721	HAVANA	protein_coding	1	5632
chr22	+	ENSG00000272787.1	KB-226F1.2	24311400	24312062	HAVANA	lincRNA	1	662
chr22	-	ENSG00000099977.9	DDT	24313554	24322660	HAVANA	protein_coding	1	9106
chr22	-	ENSG00000250470.1	AP000351.3	24319095	24319776	HAVANA	pseudogene	1	681
chr22	+	ENSG00000099984.6	GSTT2	24322339	24326106	HAVANA	protein_coding	1	3767
chr22	-	ENSG00000224205.1	AP000351.4	24329511	24333615	HAVANA	pseudogene	1	4104
chr22	-	ENSG00000241850.3	GSTTP1	24340828	24347258	HAVANA	pseudogene	1	6430
chr22	+	ENSG00000232014.1	MTND1P13	24347904	24349416	HAVANA	pseudogene	1	1512
chr22	+	ENSG00000229513.1	EIF4EBP1P2	24348440	24348799	HAVANA	pseudogene	1	359
chr22	-	ENSG00000224676.1	AP000351.8	24350068	24352081	HAVANA	pseudogene	1	2013
chr22	+	ENSG00000184490.6	AP000351.9	24366750	24370882	HAVANA	pseudogene	1	4132
chr22	+	ENSG00000235231.3	AP000351.10	24373117	24374043	HAVANA	pseudogene	1	926
chr22	+	ENSG00000272955.1	KB-226F1.1	24375562	24376211	HAVANA	antisense	1	649
chr22	-	ENSG00000184674.8	GSTT1	24376133	24384680	HAVANA	protein_coding	1	8547
chr22	-	ENSG00000239334.1	GSTTP2	24385938	24401899	HAVANA	pseudogene	1	15961
chr22	-	ENSG00000235689.1	AP000351.13	24402751	24404704	HAVANA	pseudogene	1	1953
chr22	+	ENSG00000099991.12	CABIN1	24407642	24574596	HAVANA	protein_coding	1	166954
chr22	+	ENSG00000232545.1	KB-318B8.7	24497652	24499317	HAVANA	sense_intronic	1	1665
chr22	+	ENSG00000099994.10	SUSD2	24577227	24585078	HAVANA	protein_coding	1	7851
chr22	-	ENSG00000099998.13	GGT5	24615622	24641110	HAVANA	protein_coding	1	25488
chr22	-	ENSG00000230712.2	AP000354.4	24644042	24645434	HAVANA	pseudogene	1	1392
chr22	+	ENSG00000128262.4	POM121L9P	24647796	24661493	HAVANA	pseudogene	1	13697
chr22	-	ENSG00000225098.1	BCRP1	24655897	24659732	HAVANA	pseudogene	1	3835
chr22	-	ENSG00000215464.4	AP000354.2	24665314	24666102	HAVANA	pseudogene	1	788
chr22	+	ENSG00000100014.15	SPECC1L	24666786	24813708	HAVANA	protein_coding	1	146922
chr22	+	ENSG00000258555.2	SPECC1L-ADORA2A	24666866	24838324	HAVANA	protein_coding	1	171458
chr22	+	ENSG00000128271.15	ADORA2A	24813847	24838328	HAVANA	protein_coding	1	24481
chr22	-	ENSG00000178803.6	ADORA2A-AS1	24825178	24891042	HAVANA	antisense	1	65864
chr22	+	ENSG00000100024.10	UPB1	24863206	24924358	HAVANA	protein_coding	1	61152
chr22	+	ENSG00000228923.1	AP000355.2	24912476	24914354	HAVANA	antisense	1	1878
chr22	-	ENSG00000138867.12	GUCD1	24936406	24951903	HAVANA	protein_coding	1	15497
chr22	+	ENSG00000100028.7	SNRPD3	24951471	25005947	HAVANA	protein_coding	1	54476
chr22	+	ENSG00000100031.14	GGT1	24979718	25024972	HAVANA	protein_coding	1	45254
chr22	-	ENSG00000178026.8	FAM211B	24981588	24989175	HAVANA	protein_coding	1	7587
chr22	+	ENSG00000230947.2	AP000356.2	24994021	24995365	HAVANA	sense_intronic	1	1344
chr22	+	ENSG00000215481.4	BCRP3	25028882	25046799	HAVANA	pseudogene	1	17917
chr22	-	ENSG00000224124.2	POM121L10P	25041133	25055114	HAVANA	pseudogene	1	13981
chr22	+	ENSG00000240906.2	AP000356.1	25047814	25048364	ENSEMBL	pseudogene	1	550
chr22	+	ENSG00000224806.2	ARL5AP4	25082135	25082646	HAVANA	pseudogene	1	511
chr22	+	ENSG00000224334.1	AP000357.4	25082890	25084054	HAVANA	pseudogene	1	1164
chr22	+	ENSG00000237601.1	AP000358.5	25099315	25099470	HAVANA	pseudogene	1	155
chr22	+	ENSG00000182351.6	CRIP1P4	25108259	25108489	HAVANA	pseudogene	1	230
chr22	-	ENSG00000184571.9	PIWIL3	25115001	25170687	HAVANA	protein_coding	1	55686
chr22	+	ENSG00000167037.14	SGSM1	25202236	25323545	HAVANA	protein_coding	1	121309
chr22	-	ENSG00000199783.1	SNORD56	25297114	25297181	ENSEMBL	snoRNA	1	67
chr22	-	ENSG00000206069.4	TMEM211	25331077	25342662	HAVANA	protein_coding	1	11585
chr22	+	ENSG00000197077.8	KIAA1671	25348697	25593415	HAVANA	protein_coding	1	244718
chr22	-	ENSG00000203280.3	CTA-221G9.11	25498407	25508659	HAVANA	antisense	1	10252
chr22	-	ENSG00000271181.1	CTA-221G9.10	25575276	25575521	HAVANA	pseudogene	1	245
chr22	+	ENSG00000100053.5	CRYBB3	25595817	25603330	HAVANA	protein_coding	1	7513
chr22	+	ENSG00000236641.1	CTA-221G9.7	25608709	25609652	HAVANA	lincRNA	1	943
chr22	+	ENSG00000244752.2	CRYBB2	25615489	25627836	HAVANA	protein_coding	1	12347
chr22	-	ENSG00000233577.2	RP3-462D8.2	25675496	25678641	HAVANA	lincRNA	1	3145
chr22	+	ENSG00000206066.3	IGLL3P	25714223	25716047	HAVANA	pseudogene	1	1824
chr22	+	ENSG00000230637.2	CTA-246H3.8	25723219	25735942	HAVANA	pseudogene	1	12723
chr22	-	ENSG00000231466.2	CTA-246H3.11	25745510	25746289	HAVANA	pseudogene	1	779
